company_code,best_method,mae_M3b_Damp-IPF,mae_M3_IPF,mae_M2c_ZIP-Tract,mae_M3c_Var-Damp-IPF,mae_M1b_Learned-Wt,naics_group,region,urbanicity,size_bucket,county_minority_share,acs_lodes_disagreement,has_tract_data,is_finance_insurance,is_admin_staffing,is_healthcare
FA9713,M3b Damp-IPF,1.64,6.36,1.92,1.77,3.15,Professional/Technical (54),South,Urban,1k-9999,0.366,17.54,1,0,0,0
ET4309,M3 IPF,7.08,0.62,8.22,7.29,8.36,Professional/Technical (54),West,Urban,100-999,0.3144,5.599999999999994,1,0,0,0
R00262,M1b Learned-Wt,3.67,7.27,3.85,3.4,3.36,Professional/Technical (54),South,Urban,100-999,0.4096,2.539999999999999,1,0,0,0
N02945,M3c Var-Damp-IPF,3.95,6.4,6.52,3.34,4.96,Professional/Technical (54),West,Urban,1k-9999,0.2413,27.750000000000007,1,0,0,0
M16268,M3 IPF,3.83,3.05,4.98,4.29,5.59,Professional/Technical (54),South,Urban,1k-9999,0.3122,16.370000000000005,1,0,0,0
T52752,M1b Learned-Wt,3.65,9.73,3.26,2.99,1.72,Professional/Technical (54),South,Urban,1k-9999,0.366,6.479999999999997,1,0,0,0
FM3708,M1b Learned-Wt,9.57,14.37,9.32,9.2,8.33,Professional/Technical (54),South,Urban,100-999,0.2627,12.329999999999998,1,0,0,0
KK0943,M3 IPF,3.49,3.44,4.85,4.31,6.92,Professional/Technical (54),Northeast,Urban,100-999,0.4089,30.5,1,0,0,0
GK2799,M2c ZIP-Tract,4.05,5.76,3.88,4.07,3.98,Professional/Technical (54),Midwest,Urban,100-999,0.0613,0.6099999999999994,1,0,0,0
BB3619,M3b Damp-IPF,2.58,5.45,4.15,2.65,3.7,Professional/Technical (54),Northeast,Urban,100-999,0.2813,1.3100000000000023,1,0,0,0
DP4704,M1b Learned-Wt,3.35,6.82,3.2,3.27,3.13,Professional/Technical (54),South,Urban,100-999,0.1778,7.230000000000004,1,0,0,0
GM7999,M3b Damp-IPF,3.16,5.19,4.87,3.16,4.89,Professional/Technical (54),South,Urban,100-999,0.366,3.479999999999997,1,0,0,0
DU2613,M3 IPF,7.75,1.24,9.03,7.61,8.89,Professional/Technical (54),South,Urban,1-99,0.3233,7.75,1,0,0,0
BB7648,M1b Learned-Wt,9.83,16.37,9.76,9.19,8.21,Professional/Technical (54),South,Urban,100-999,0.366,3.479999999999997,1,0,0,0
AN3190,M3c Var-Damp-IPF,1.52,4.07,1.9,1.38,1.66,Professional/Technical (54),West,Urban,100-999,0.1713,0.6600000000000108,1,0,0,0
A30190,M3b Damp-IPF,2.04,3.61,2.79,2.05,2.55,Professional/Technical (54),West,Urban,1-99,0.1783,1.3599999999999994,1,0,0,0
FA5070,M3b Damp-IPF,4.44,7.15,6.1,5.09,7.03,Professional/Technical (54),South,Urban,1-99,0.4266,19.659999999999997,1,0,0,0
GP5960,M3 IPF,4.74,3.59,6.8,4.08,4.96,Professional/Technical (54),West,Urban,100-999,0.2781,24.07,1,0,0,0
JG1179,M3b Damp-IPF,3.2,4.52,3.93,3.33,4.39,Professional/Technical (54),South,Urban,1-99,0.3233,2.2099999999999937,1,0,0,0
6680,M3c Var-Damp-IPF,1.3,3.86,1.64,1.22,1.54,Professional/Technical (54),West,Urban,100-999,0.1713,0.6600000000000108,1,0,0,0
A56710,M3 IPF,4.44,1.47,5.73,4.98,6.54,Professional/Technical (54),South,Urban,100-999,0.3151,15.079999999999998,1,0,0,0
T00269,M3b Damp-IPF,3.03,4.72,4.59,3.18,4.13,Professional/Technical (54),Northeast,Urban,1k-9999,0.3339,7.310000000000002,1,0,0,0
M11682,M3 IPF,3.48,2.3,4.05,3.65,4.61,Professional/Technical (54),South,Urban,100-999,0.2475,8.25,1,0,0,0
CJ1403,M3b Damp-IPF,1.44,2.47,2.05,1.65,3.05,Professional/Technical (54),Midwest,Urban,100-999,0.2103,12.960000000000008,1,0,0,0
P13372,M3 IPF,3.35,2.27,4.47,4.09,5.71,Professional/Technical (54),South,Urban,100-999,0.3543,22.78,1,0,0,0
BS6757,M1b Learned-Wt,3.49,8.43,3.13,3.32,2.83,Professional/Technical (54),South,Urban,10000+,0.3151,14.540000000000006,1,0,0,0
B19399,M3b Damp-IPF,3.97,4.57,4.66,4.11,5.06,Professional/Technical (54),South,Urban,1k-9999,0.3224,8.449999999999989,1,0,0,0
841331,M3c Var-Damp-IPF,1.04,5.54,1.47,0.96,1.21,Professional/Technical (54),Northeast,Urban,100-999,0.1924,2.950000000000003,1,0,0,0
C21002,M2c ZIP-Tract,1.12,3.53,0.46,0.78,0.58,Professional/Technical (54),Midwest,Urban,100-999,0.1492,7.909999999999997,1,0,0,0
DP5459,M3c Var-Damp-IPF,4.71,8.79,6.19,4.27,5.08,Professional/Technical (54),West,Urban,1k-9999,0.4327,8.61,1,0,0,0
BB5101,M1b Learned-Wt,3.92,10.03,2.87,3.08,1.02,Professional/Technical (54),South,Urban,100-999,0.366,17.54,1,0,0,0
87811,M1b Learned-Wt,4.13,8.82,4.12,3.84,3.74,Professional/Technical (54),Northeast,Urban,10000+,0.3612,12.57,1,0,0,0
FK8218,M3 IPF,5.71,0.6,6.61,5.53,5.89,Professional/Technical (54),Northeast,Urban,1-99,0.1924,6.840000000000003,1,0,0,0
HE3367,M3 IPF,3.76,0.18,4.22,3.93,4.71,Professional/Technical (54),West,Urban,1-99,0.1563,4.97999999999999,1,0,0,0
EC4466,M3b Damp-IPF,1.24,5.03,1.79,1.39,2.02,Professional/Technical (54),South,Urban,1-99,0.2378,7.349999999999994,1,0,0,0
779206,M3b Damp-IPF,3.34,5.66,4.38,3.5,4.34,Professional/Technical (54),Northeast,Urban,1k-9999,0.298,9.069999999999993,1,0,0,0
R67375,M2c ZIP-Tract,4.64,5.65,4.52,4.93,5.53,Professional/Technical (54),South,Urban,1k-9999,0.475,14.560000000000002,1,0,0,0
745861,M1b Learned-Wt,4.07,9.13,3.62,3.74,3.01,Professional/Technical (54),West,Urban,1k-9999,0.3144,0.21000000000000796,1,0,0,0
G02094,M2c ZIP-Tract,3.82,10.18,2.63,4.35,3.51,Retail Trade (44-45),West,Urban,100-999,0.1849,13.190000000000012,1,0,0,0
A20371,M3 IPF,1.63,0.82,1.96,1.57,1.95,Retail Trade (44-45),Midwest,Urban,1k-9999,0.0841,0.10999999999999943,1,0,0,0
13603,M1b Learned-Wt,7.09,11.79,7.07,6.74,6.67,Retail Trade (44-45),Midwest,Urban,100-999,0.2123,1.1200000000000045,1,0,0,0
R04702,M1b Learned-Wt,5.12,10.96,4.49,4.72,3.95,Retail Trade (44-45),South,Urban,10000+,0.2718,6.63000000000001,1,0,0,0
763204,M2c ZIP-Tract,5.96,7.68,5.71,5.79,5.82,Transport Equip Mfg (336),South,Urban,1k-9999,0.3273,12.16000000000001,1,0,0,0
A59672,M3b Damp-IPF,0.46,2.54,0.54,0.85,0.54,Transport Equip Mfg (336),Midwest,Suburban,100-999,0.0357,10.210000000000008,1,0,0,0
727902,M1b Learned-Wt,1.94,5.6,2.29,1.81,1.8,Transport Equip Mfg (336),West,Urban,100-999,0.1783,1.7000000000000028,1,0,0,0
AJ9488,M3 IPF,2.27,1.8,2.74,2.19,2.47,Transport Equip Mfg (336),Northeast,Urban,100-999,0.113,0.9500000000000028,1,0,0,0
96225,M3c Var-Damp-IPF,1.39,3.98,2.36,1.1,1.99,Transport Equip Mfg (336),Midwest,Urban,1k-9999,0.2038,10.969999999999999,1,0,0,0
B43257,M3 IPF,3.18,0.55,3.82,2.73,5.16,Utilities (22),South,Rural,100-999,0.0786,8.829999999999998,1,0,0,0
14083,M1b Learned-Wt,2.1,2.06,2.33,2.39,1.75,Utilities (22),Midwest,Urban,10000+,0.1726,5.590000000000003,1,0,0,0
L09951,M3b Damp-IPF,2.25,5.11,2.4,2.4,2.27,Utilities (22),South,Urban,10000+,0.2718,5.730000000000004,1,0,0,0
P06080,M3b Damp-IPF,2.5,4.31,3.19,2.58,3.17,Utilities (22),South,Suburban,100-999,0.2501,1.3299999999999983,1,0,0,0
27082,M3c Var-Damp-IPF,1.69,3.42,1.95,1.47,2.5,Utilities (22),West,Urban,1k-9999,0.1542,1.5499999999999972,1,0,0,0
AL2844,M3c Var-Damp-IPF,1.08,6.55,1.96,0.9,2.5,Utilities (22),South,Urban,1k-9999,0.3084,7.159999999999997,1,0,0,0
59673,M3 IPF,1.61,0.54,1.87,1.65,1.8,Utilities (22),Midwest,Urban,1k-9999,0.0747,0.5300000000000011,1,0,0,0
920824,M3 IPF,3.1,0.2,4.41,2.78,5.15,Utilities (22),South,Rural,100-999,0.1064,6.049999999999997,1,0,0,0
829974,M3 IPF,4.55,1.55,4.8,5.58,2.34,Utilities (22),South,Urban,10000+,0.455,22.39,1,0,0,0
CJ0274,M1b Learned-Wt,3.25,9.27,2.35,2.95,1.73,Wholesale Trade (42),South,Urban,1k-9999,0.3946,10.880000000000003,1,0,0,0
N52109,M1b Learned-Wt,2.03,7.51,1.97,1.93,1.6,Wholesale Trade (42),Midwest,Urban,10000+,0.2883,6.1499999999999915,1,0,0,0
716491,M3c Var-Damp-IPF,1.37,5.99,1.2,1.03,1.9,Wholesale Trade (42),Midwest,Urban,1k-9999,0.2883,13.450000000000003,1,0,0,0
F18688,M1b Learned-Wt,5.47,9.31,4.77,5.33,4.45,Wholesale Trade (42),Northeast,Urban,10000+,0.1836,5.650000000000006,1,0,0,0
90277,M3c Var-Damp-IPF,20.36,24.31,20.71,20.31,20.38,Wholesale Trade (42),Northeast,Urban,100-999,0.3612,7.279999999999994,1,0,0,0
D14370,M3 IPF,2.63,2.17,2.94,2.69,3.6,Wholesale Trade (42),Midwest,Urban,100-999,0.2103,9.480000000000004,1,0,0,0
12702,M3 IPF,4.04,0.12,4.34,4.04,4.42,Wholesale Trade (42),Midwest,Urban,1k-9999,0.1466,0.25,1,0,0,0
A09928,M1b Learned-Wt,1.26,6.14,1.45,1.22,0.96,Wholesale Trade (42),South,Urban,1k-9999,0.2028,1.3700000000000045,1,0,0,0
A53579,M3b Damp-IPF,2.67,7.45,4.63,2.94,5.04,Wholesale Trade (42),West,Urban,100-999,0.4327,15.800000000000004,1,0,0,0
JS8011,M3b Damp-IPF,3.07,5.87,4.15,3.21,4.09,Wholesale Trade (42),South,Urban,100-999,0.3946,10.580000000000005,1,0,0,0
CI5509,M3b Damp-IPF,0.75,2.48,1.1,0.86,1.65,Wholesale Trade (42),Midwest,Urban,100-999,0.1294,6.8700000000000045,1,0,0,0
DJ8871,M1b Learned-Wt,4.09,9.15,3.9,3.83,2.43,Wholesale Trade (42),Northeast,Urban,1k-9999,0.281,15.39,1,0,0,0
DY8249,M3b Damp-IPF,1.21,4.27,1.31,1.34,2.31,Wholesale Trade (42),Midwest,Urban,100-999,0.2405,11.569999999999993,1,0,0,0
BX4925,M3 IPF,0.19,0.17,1.27,0.2,1.5,Wholesale Trade (42),Midwest,Suburban,100-999,0.0685,6.049999999999997,1,0,0,0
M58074,M3 IPF,2.97,1.51,3.6,2.74,2.93,Wholesale Trade (42),South,Urban,100-999,0.1206,11.939999999999998,1,0,0,0
R60454,M3b Damp-IPF,2.29,3.86,2.5,2.3,2.62,Wholesale Trade (42),South,Urban,1k-9999,0.2378,4.200000000000003,1,0,0,0
AN1181,M3b Damp-IPF,3.32,3.85,4.26,3.6,5.22,Wholesale Trade (42),South,Urban,1-99,0.3932,16.35,1,0,0,0
CE7587,M3b Damp-IPF,1.27,1.67,3.1,1.59,4.48,Wholesale Trade (42),Midwest,Urban,100-999,0.2535,21.299999999999997,1,0,0,0
CE8500,M1b Learned-Wt,6.05,6.37,4.79,6.04,4.54,Wholesale Trade (42),Midwest,Urban,1k-9999,0.0762,6.900000000000006,1,0,0,0
EJ5942,M3 IPF,6.33,4.46,7.81,6.06,6.41,Wholesale Trade (42),West,Urban,1k-9999,0.2974,16.85000000000001,1,0,0,0
DL0317,M3b Damp-IPF,2.47,3.96,2.88,2.8,4.24,Wholesale Trade (42),South,Urban,100-999,0.4843,18.619999999999997,1,0,0,0
X11240,M3c Var-Damp-IPF,13.31,18.53,13.44,13.22,13.27,Wholesale Trade (42),West,Urban,1-99,0.2781,13.25,1,0,0,0
JO2884,M1b Learned-Wt,3.12,3.39,3.65,2.88,2.17,Wholesale Trade (42),South,Urban,1k-9999,0.3946,10.089999999999996,1,0,0,0
M50933,M2c ZIP-Tract,9.99,17.43,9.53,9.87,9.63,Wholesale Trade (42),West,Urban,100-999,0.2974,11.920000000000002,1,0,0,0
A04312,M3 IPF,3.26,1.27,3.41,3.24,3.27,Wholesale Trade (42),Northeast,Urban,100-999,0.1465,0.1799999999999926,1,0,0,0
P50560,M3 IPF,7.3,1.83,8.93,7.82,10.46,Wholesale Trade (42),South,Urban,1k-9999,0.4845,29.67,1,0,0,0
X39635,M1b Learned-Wt,5.73,10.85,5.51,6.5,3.31,Admin/Staffing (56),South,Urban,1k-9999,0.1957,16.180000000000007,1,0,1,0
HX2056,M3c Var-Damp-IPF,4.5,4.16,5.34,4.05,6.45,Admin/Staffing (56),West,Urban,100-999,0.1783,14.39,1,0,1,0
H08054,M2c ZIP-Tract,2.09,9.05,1.09,3.29,3.09,Admin/Staffing (56),Northeast,Urban,10000+,0.1924,25.220000000000006,1,0,1,0
JK3926,M1b Learned-Wt,8.14,15.67,6.56,9.58,5.95,Admin/Staffing (56),West,Urban,1k-9999,0.2974,19.570000000000007,1,0,1,0
JG3266,M3b Damp-IPF,3.62,5.68,5.96,6.41,3.9,Admin/Staffing (56),South,Urban,100-999,0.475,40.95,1,0,1,0
850874,M3 IPF,7.21,4.17,7.41,7.35,6.78,Admin/Staffing (56),South,Urban,10000+,0.4843,8.759999999999998,1,0,1,0
CJ2583,M3c Var-Damp-IPF,2.4,2.75,3.41,1.72,2.14,Chemical/Material Mfg (325-327),Midwest,Urban,100-999,0.1094,12.290000000000006,1,0,0,0
12087,M1b Learned-Wt,5.19,9.74,5.01,5.04,4.8,Chemical/Material Mfg (325-327),Midwest,Urban,10000+,0.1726,2.5200000000000102,1,0,0,0
B44946,M1b Learned-Wt,5.22,11.26,5.17,4.78,4.45,Chemical/Material Mfg (325-327),Northeast,Urban,1k-9999,0.3612,8.749999999999993,1,0,0,0
T01617,M3c Var-Damp-IPF,6.27,10.79,6.51,5.45,5.49,Chemical/Material Mfg (325-327),West,Urban,1k-9999,0.437,12.0,1,0,0,0
T10966,M3c Var-Damp-IPF,2.89,8.68,2.65,2.39,2.59,Chemical/Material Mfg (325-327),Northeast,Urban,1k-9999,0.3612,8.749999999999993,1,0,0,0
E01877,M2c ZIP-Tract,5.26,7.85,4.14,4.88,4.23,Computer/Electrical Mfg (334-335),Midwest,Urban,1k-9999,0.2038,6.670000000000002,1,0,0,0
R00228,M1b Learned-Wt,5.67,6.75,5.04,5.31,4.55,Computer/Electrical Mfg (334-335),Midwest,Urban,1k-9999,0.2103,0.4399999999999977,1,0,0,0
L21980,M1b Learned-Wt,7.91,12.37,7.75,7.55,7.14,Computer/Electrical Mfg (334-335),Midwest,Urban,100-999,0.2141,0.4399999999999977,1,0,0,0
739413,M3b Damp-IPF,1.21,4.03,1.38,1.59,2.36,Construction (23),South,Suburban,100-999,0.1775,7.290000000000006,1,0,0,0
GL1082,M1b Learned-Wt,6.66,3.74,7.87,4.82,2.49,Construction (23),South,Suburban,100-999,0.6173,36.68999999999999,1,0,0,0
831983,M3b Damp-IPF,1.42,2.79,1.76,1.87,2.84,Construction (23),South,Suburban,1k-9999,0.1082,7.480000000000004,1,0,0,0
A57827,M2c ZIP-Tract,4.54,6.38,3.96,4.87,5.09,Construction (23),Midwest,Urban,100-999,0.1492,7.689999999999998,1,0,0,0
BC8241,M2c ZIP-Tract,1.45,6.54,0.85,2.36,3.52,Construction (23),South,Urban,100-999,0.3543,16.470000000000013,1,0,0,0
556350,M1b Learned-Wt,2.98,3.07,3.87,1.94,1.37,Construction (23),South,Urban,100-999,0.4843,22.830000000000005,1,0,0,0
FN1484,M1b Learned-Wt,2.04,7.55,1.77,1.67,0.85,Construction (23),West,Urban,100-999,0.1713,9.469999999999999,1,0,0,0
1806,M3b Damp-IPF,1.4,1.54,1.69,1.42,1.49,Construction (23),Midwest,Urban,100-999,0.1038,3.1499999999999915,1,0,0,0
BL2656,M3b Damp-IPF,0.4,2.72,0.48,0.4,0.7,Construction (23),West,Urban,100-999,0.1126,1.5,1,0,0,0
GZ3926,M3b Damp-IPF,1.23,1.36,1.89,1.35,1.99,Construction (23),Midwest,Urban,100-999,0.105,0.5300000000000011,1,0,0,0
CD4781,M3c Var-Damp-IPF,1.01,2.86,1.49,1.0,1.21,Construction (23),Northeast,Urban,100-999,0.1597,6.539999999999992,1,0,0,0
GR0820,M1b Learned-Wt,4.44,3.37,5.82,3.32,2.87,Construction (23),Northeast,Urban,100-999,0.4766,25.33,1,0,0,0
DU4158,M3 IPF,1.39,1.3,1.48,1.38,1.41,Construction (23),West,Urban,100-999,0.0969,1.8199999999999932,1,0,0,0
FC2651,M2c ZIP-Tract,0.92,1.76,0.9,0.93,0.92,Finance/Insurance (52),West,Suburban,1-99,0.0417,0.6099999999999994,1,1,0,0
L31275,M3 IPF,2.32,1.43,2.89,2.0,2.45,Finance/Insurance (52),West,Suburban,1-99,0.0919,6.280000000000001,1,1,0,0
DM4548,M3 IPF,2.33,0.83,2.67,2.01,2.2,Finance/Insurance (52),Midwest,Suburban,1-99,0.0748,5.759999999999991,1,1,0,0
AB8905,M3 IPF,1.97,0.07,2.65,1.51,2.15,Finance/Insurance (52),Midwest,Suburban,1-99,0.0413,7.75,1,1,0,0
T10918,M3 IPF,3.83,0.65,5.01,4.18,4.55,Finance/Insurance (52),South,Suburban,1-99,0.4459,3.8000000000000043,1,1,0,0
GX9099,M3 IPF,2.41,0.11,3.01,1.99,2.47,Finance/Insurance (52),Midwest,Suburban,1-99,0.0549,6.390000000000001,1,1,0,0
C03487,M3 IPF,8.26,4.41,8.62,10.16,10.57,Finance/Insurance (52),South,Suburban,1-99,0.5562,26.479999999999997,1,1,0,0
N00241,M3 IPF,2.67,0.36,2.82,2.28,2.53,Finance/Insurance (52),Midwest,Suburban,1-99,0.0693,6.309999999999988,1,1,0,0
8507,M3 IPF,2.87,1.28,3.3,2.33,2.6,Finance/Insurance (52),Northeast,Urban,100-999,0.0924,8.61,1,1,0,0
8097,M1b Learned-Wt,4.85,8.21,3.96,3.87,3.67,Finance/Insurance (52),Northeast,Urban,1k-9999,0.3612,18.270000000000003,1,1,0,0
779613,M3b Damp-IPF,0.72,4.52,1.54,1.1,1.95,Finance/Insurance (52),Northeast,Urban,100-999,0.2416,11.769999999999996,1,1,0,0
T50459,M3 IPF,2.14,0.33,2.43,1.75,2.04,Finance/Insurance (52),Northeast,Urban,100-999,0.0528,7.109999999999999,1,1,0,0
782873,M3c Var-Damp-IPF,1.4,1.31,1.69,1.04,1.31,Finance/Insurance (52),Northeast,Urban,100-999,0.0638,6.010000000000005,1,1,0,0
BP1977,M3 IPF,2.23,0.09,2.73,1.77,2.34,Finance/Insurance (52),Midwest,Suburban,1-99,0.0494,6.939999999999998,1,1,0,0
BB0223,M3 IPF,2.25,0.1,2.84,2.19,2.74,Finance/Insurance (52),Midwest,Suburban,1-99,0.0853,1.0,1,1,0,0
GZ3789,M3 IPF,1.79,0.04,2.24,1.51,1.8,Finance/Insurance (52),Midwest,Suburban,1-99,0.0378,5.420000000000002,1,1,0,0
JH6258,M3 IPF,7.81,2.48,8.34,8.37,8.44,Finance/Insurance (52),South,Suburban,1-99,0.3791,8.569999999999993,1,1,0,0
DC6047,M3 IPF,2.08,0.07,2.76,1.64,2.25,Finance/Insurance (52),Midwest,Suburban,1-99,0.0455,7.329999999999998,1,1,0,0
CJ4585,M3 IPF,5.95,0.82,5.98,5.22,5.61,Finance/Insurance (52),South,Suburban,1-99,0.1899,10.350000000000009,1,1,0,0
A30296,M3 IPF,5.76,1.96,5.24,6.17,6.12,Finance/Insurance (52),South,Suburban,1-99,0.4294,6.399999999999999,1,1,0,0
AL6178,M3 IPF,6.71,0.93,7.7,4.57,5.64,Finance/Insurance (52),South,Suburban,1-99,0.1705,33.99,1,1,0,0
AR6526,M3 IPF,1.18,0.02,1.79,0.91,1.36,Finance/Insurance (52),South,Suburban,1-99,0.0223,6.189999999999998,1,1,0,0
JI6962,M3 IPF,7.36,1.64,7.03,7.01,7.22,Finance/Insurance (52),South,Suburban,1-99,0.2347,5.670000000000002,1,1,0,0
AD6785,M3 IPF,6.83,1.52,7.5,6.13,6.53,Finance/Insurance (52),South,Suburban,1-99,0.271,9.440000000000005,1,1,0,0
DQ1087,M3 IPF,4.71,0.08,5.65,3.93,4.44,Finance/Insurance (52),South,Suburban,1-99,0.1114,13.129999999999995,1,1,0,0
N63589,M3 IPF,3.28,2.04,3.94,2.52,3.1,Finance/Insurance (52),South,Suburban,1-99,0.139,10.799999999999997,1,1,0,0
BD7166,M3 IPF,1.91,0.05,2.44,1.71,2.08,Finance/Insurance (52),Midwest,Suburban,1-99,0.0509,3.8599999999999994,1,1,0,0
AD4469,M3 IPF,6.62,1.45,6.18,6.17,6.26,Finance/Insurance (52),South,Suburban,1-99,0.2347,5.670000000000002,1,1,0,0
AG7811,M3 IPF,1.53,0.04,1.96,1.26,1.63,Finance/Insurance (52),Midwest,Suburban,1-99,0.0376,3.769999999999996,1,1,0,0
AC6732,M3 IPF,8.62,1.9,10.3,6.81,7.87,Finance/Insurance (52),South,Suburban,1-99,0.2208,28.96,1,1,0,0
A56436,M3 IPF,1.93,0.07,2.16,1.74,2.14,Finance/Insurance (52),Midwest,Suburban,1-99,0.0592,1.6099999999999994,1,1,0,0
A60626,M3 IPF,5.27,0.91,6.06,4.69,5.23,Finance/Insurance (52),South,Suburban,1-99,0.2024,10.13000000000001,1,1,0,0
BE1353,M3 IPF,5.19,1.57,5.79,4.78,5.01,Finance/Insurance (52),South,Suburban,1-99,0.2078,8.319999999999993,1,1,0,0
CL1507,M3 IPF,5.77,0.98,6.95,4.66,5.27,Finance/Insurance (52),South,Suburban,1-99,0.1026,18.519999999999996,1,1,0,0
L22355,M3 IPF,11.1,7.28,11.37,11.19,11.42,Finance/Insurance (52),South,Suburban,1-99,0.4314,2.3500000000000014,1,1,0,0
AB8689,M3 IPF,1.75,0.5,1.96,1.43,1.66,Finance/Insurance (52),Midwest,Suburban,1-99,0.0451,4.689999999999998,1,1,0,0
EW4605,M3 IPF,2.14,0.68,2.72,1.62,2.07,Finance/Insurance (52),South,Suburban,1-99,0.0447,8.530000000000001,1,1,0,0
AB1582,M3 IPF,2.69,0.64,2.82,2.7,2.91,Finance/Insurance (52),Midwest,Suburban,1-99,0.088,0.1700000000000017,1,1,0,0
ER8228,M3c Var-Damp-IPF,1.64,4.26,2.6,1.09,1.88,Finance/Insurance (52),South,Suburban,1-99,0.1718,13.189999999999998,1,1,0,0
EU1860,M3 IPF,1.97,0.4,2.29,1.56,2.04,Finance/Insurance (52),Midwest,Suburban,1-99,0.0579,6.089999999999989,1,1,0,0
AL6236,M3 IPF,2.11,0.66,2.82,2.45,3.93,Finance/Insurance (52),Midwest,Suburban,1-99,0.1619,7.219999999999999,1,1,0,0
FZ5624,M3 IPF,1.58,0.72,2.19,1.36,1.62,Finance/Insurance (52),Midwest,Suburban,1-99,0.0606,3.1400000000000006,1,1,0,0
FX6894,M3 IPF,1.28,0.5,1.82,1.07,1.65,Finance/Insurance (52),Midwest,Suburban,1-99,0.0624,1.2900000000000063,1,1,0,0
AG1936,M3 IPF,5.93,0.38,6.42,6.0,6.14,Finance/Insurance (52),South,Suburban,1-99,0.265,0.7600000000000051,1,1,0,0
HV6912,M3 IPF,2.02,0.05,2.41,1.82,2.14,Finance/Insurance (52),Midwest,Suburban,1-99,0.0523,3.969999999999999,1,1,0,0
K03080,M3 IPF,5.21,0.8,5.64,4.87,5.34,Finance/Insurance (52),South,Suburban,1-99,0.1943,6.1699999999999875,1,1,0,0
AB0395,M3 IPF,3.0,2.28,3.09,2.92,3.0,Finance/Insurance (52),South,Suburban,1-99,0.1465,3.3499999999999943,1,1,0,0
AR0834,M3 IPF,2.51,1.13,3.63,2.46,3.39,Finance/Insurance (52),South,Suburban,1-99,0.1531,2.3100000000000023,1,1,0,0
HL2339,M3 IPF,2.17,0.05,2.81,2.03,2.33,Finance/Insurance (52),Midwest,Suburban,1-99,0.0606,3.1400000000000006,1,1,0,0
EG3455,M2c ZIP-Tract,6.95,9.58,6.13,7.06,6.81,"Food/Bev Manufacturing (311,312)",Northeast,Rural,1k-9999,0.0694,8.680000000000007,1,0,0,0
AG3767,M3b Damp-IPF,14.6,19.73,14.86,15.06,15.25,"Food/Bev Manufacturing (311,312)",South,Urban,100-999,0.1644,26.730000000000004,1,0,0,0
X13069,M1b Learned-Wt,7.52,13.97,7.06,6.79,6.6,"Food/Bev Manufacturing (311,312)",West,Urban,1k-9999,0.4327,7.689999999999998,1,0,0,0
52041,M2c ZIP-Tract,5.08,10.81,4.15,4.99,4.68,"Food/Bev Manufacturing (311,312)",Midwest,Urban,10000+,0.2038,2.469999999999999,1,0,0,0
CH5565,M1b Learned-Wt,8.36,12.35,7.79,7.52,6.37,Healthcare/Social (62),West,Urban,100-999,0.4375,8.899999999999999,1,0,0,1
748518,M3b Damp-IPF,19.95,25.62,20.22,20.3,20.42,Healthcare/Social (62),South,Urban,1k-9999,0.2283,10.620000000000005,1,0,0,1
604812,M1b Learned-Wt,7.44,9.31,7.52,7.18,6.7,Healthcare/Social (62),South,Urban,1k-9999,0.5418,9.96,1,0,0,1
12610,M2c ZIP-Tract,16.73,22.31,16.02,16.9,16.19,Healthcare/Social (62),Northeast,Urban,1k-9999,0.3612,13.380000000000003,1,0,0,1
X02046,M3b Damp-IPF,15.72,18.49,16.11,15.83,16.16,Healthcare/Social (62),South,Urban,1-99,0.408,3.4200000000000017,1,0,0,1
FJ7510,M1b Learned-Wt,9.12,14.69,8.59,8.69,7.6,Healthcare/Social (62),Northeast,Urban,100-999,0.4089,17.930000000000007,1,0,0,1
25980,M3b Damp-IPF,15.52,20.85,15.67,15.91,16.09,Healthcare/Social (62),South,Urban,100-999,0.3224,5.800000000000004,1,0,0,1
M56165,M2c ZIP-Tract,6.01,10.6,5.89,5.96,5.98,Healthcare/Social (62),South,Urban,100-999,0.3543,0.7700000000000102,1,0,0,1
H11151,M2c ZIP-Tract,7.15,12.22,5.82,7.64,6.71,Healthcare/Social (62),South,Urban,1k-9999,0.366,5.449999999999996,1,0,0,1
N57199,M2c ZIP-Tract,11.23,16.04,10.76,11.55,11.69,Healthcare/Social (62),South,Urban,100-999,0.1929,12.879999999999995,1,0,0,1
A10017,M3c Var-Damp-IPF,9.75,15.59,9.77,9.53,9.73,Healthcare/Social (62),Midwest,Urban,1k-9999,0.2883,0.730000000000004,1,0,0,1
133811,M3 IPF,4.59,0.22,5.61,5.4,6.58,Information (51),Midwest,Urban,10000+,0.2535,15.059999999999988,1,0,0,0
J42910,M1b Learned-Wt,7.74,10.74,7.27,7.5,7.06,Information (51),Midwest,Urban,10000+,0.1274,6.420000000000002,1,0,0,0
BY9049,M3 IPF,4.2,2.29,4.81,4.7,5.28,Information (51),South,Urban,10000+,0.3183,10.989999999999995,1,0,0,0
EL0240,M1b Learned-Wt,1.82,2.95,1.16,1.71,0.94,Information (51),West,Urban,100-999,0.0776,1.7399999999999949,1,0,0,0
GE6307,M3b Damp-IPF,6.28,12.1,6.55,6.48,6.86,Information (51),West,Urban,1k-9999,0.2974,20.120000000000005,1,0,0,0
EC6604,M1b Learned-Wt,0.85,2.07,0.67,0.89,0.66,Metal/Machinery Mfg (331-333),West,Rural,100-999,0.0455,0.04000000000000625,1,0,0,0
