employer_name,city,state,zip,naics,sector,employer_type,workers,union_names,union_count,affiliation,latest_date,time_period,data_sources,source_count,location_count,locations,canonical_group_id,ein,is_public_company,is_federal_contractor,primary_source,employer_id
Montefiore Medical Center,Bronx,NY,10467,62,Private,SINGLE_EMPLOYER,3400,New York State Nurses Association ,1,,2025-06-06,Current,"F7, OSHA, NLRB, WHD, 990, SAM, Mergent",6,1,Bronx,,010796859,,,F7_OLMS,7d198d02f51c80be
Project OHR Inc.,Laurelton,NY,11413,62,Private,CANONICAL_GROUP,3181,SEIU/NYHHSU-1199 | SEIU / UHWE-1199,2,,2014-02-18,Historical,"F7, 990",1,2,Laurelton | New York,15116,,,,F7_OLMS,e8b36eb88ede2872
Progressive Home Care ,New York,NY,10001,62,Private,SINGLE_EMPLOYER,3169,SEIU / UHWE-1199,1,,2013-10-01,Historical,F7,0,1,New York,,,,,F7_OLMS,35ef5a295b7e859a
"BHRAGS Home Care, Corp.",Brooklyn,NY,11210,62,Private,CANONICAL_GROUP,3154,1199Service Employees International Union  | SEIU / UHWE-1199 | SEIU/UHWE -1199,3,,2025-08-28,Current,"F7, WHD, 990",1,2,Brooklyn | Laurelton,12930,112579798,,,F7_OLMS,32e43ffff021f294
General Contractors Association of NY Inc. ,New York,NY,10165,23,Private,CANONICAL_GROUP,3133,International Union of Operating Engineers 14-14B | International Union of Operating Engineers  14-14B,2,IUOE,2022-03-01,Current,"F7, OSHA",1,1,New York,2003,,,,F7_OLMS,0f4f5e78887071ef
"Family Home Care Services of Brooklyn & Queens, Inc.",Brooklyn,NY,11215,62,Private,CANONICAL_GROUP,3007,SEIU/UHWE -1199 | 1199Service Employees International Union ,2,,2025-08-28,Current,"F7, 990",1,2,New York | Brooklyn,8865,112522225,,,F7_OLMS,b23004198fc046eb
The Cement League,New York,NY,10036,23,Private,CANONICAL_GROUP,3004,"IUOE-14-14B | International Association of Bridge, Structural, Ornamental & Reinforcing Iron Workers Union Local 46 | CGB/ LIUNA  -79",3,IUOE,2024-03-01,Current,"F7, 990",1,1,New York,8473,136162745,,,F7_OLMS,e7350f4643b64f28
Strong Memorial Hosp/Univ of Rochester Med Center,Rochester,NY,14642,62,Private,CANONICAL_GROUP,3000,Service Employees International Union/United Healthcare Workers East 1199 | SEIU/UHWE-1199,2,,2023-05-16,Current,"F7, OSHA",1,1,Rochester,7508,,,,F7_OLMS,2139675ab86f7a29
JASA,New York,NY,10018,,Public,SINGLE_EMPLOYER,3000,"District Council 37, AFSCME 215",1,AFSCME,2024-06-03,Current,"F7, 990",1,1,New York,,133936007,,,F7_OLMS,ebaf23f868fd6b1c
Bronx Realty Advisory Board on Labor Relations Inc.,Yonkers,NY,10708,53,Private,SINGLE_EMPLOYER,3000,SEIU-32BJ,1,,2011-01-14,Historical,F7,0,1,Yonkers,,,,,F7_OLMS,ab869fda27bd4b10
Sound Recording Cos Areawide,New York,NY,10019-6188,71,Private,SINGLE_EMPLOYER,3000,AFTRA-National Office,1,,2010-05-04,Historical,F7,0,1,New York,,,,,F7_OLMS,9a9c4d12c3dbc431
Tops Market LLC (Midstate),Buffalo,NY,14240-1027,44,Private,SINGLE_EMPLOYER,2989,UFCW-1,1,,2017-01-09,Historical,F7,0,1,Buffalo,,,,,F7_OLMS,a036dd862dc4afdb
The New York Times Company,New York,NY,10018,51,Private,CANONICAL_GROUP,2983,The NewsGuild-Communications Workers of America Newsguild of NY Local 31003 | The NewsGuild-Communications Workers of America  | IAM-434 D-15 | International Association of Machinists & Aerospace Workers District Lodge 15 434,4,CWA,2025-12-24,Current,"F7, NLRB, WHD, SAM, SEC",3,3,New York | New York City | NY,3117,131102020,,Y,F7_OLMS,d3f298601db1ffa6
Premier Home Health Care Services Inc. (All Sites),White Plains,NY,10601-1847,62,Private,SINGLE_EMPLOYER,2982,SEIU / UHWE-1199,1,,2013-10-01,Historical,F7,0,1,White Plains,,,,,F7_OLMS,dc1b6a0bae7128ae
Niagara Mohawk Power Corporation - National Grid,Brooklyn,NY,11201,22,Private,SINGLE_EMPLOYER,2950,IBEW-97,1,IBEW,2016-12-27,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,6cbb1a581b3cc09a
"Sunnyside Home Care Project, Inc.",Long Island City,NY,11104,62,Private,CANONICAL_GROUP,2934,SEIU-1199 | 1199Service Employees International Union  | SEIU/UHWE-1199,3,,2025-08-28,Current,"F7, Mergent",1,3,Laurelton | Long Island City | Sunnyside,7520,,,,F7_OLMS,25f59af4e66167ce
New York Presbyterian Hospital/Columbia-Presbyterian Medical Center,New York,NY,10032,62,Private,SINGLE_EMPLOYER,2851,NYSNA-,1,,2010-08-17,Historical,"F7, OSHA",1,1,New York,,,,,F7_OLMS,8adfa3531826dcb2
Greater New York and New Jersey Tile Contractor's Association Inc.,Copiague,NY,11701,23,Private,CANONICAL_GROUP,2800,BAC/TMT-7 NY & NJ,1,,2017-02-28,Historical,F7,0,2,Copiague | Amityville,2113,,,,F7_OLMS,c9d83a9e9b94df25
Elevator Cos & Surrounding Areas  - ECUNY,Long Island City,NY,11101,31,Private,SINGLE_EMPLOYER,2776,IUEC Local 1,1,IUEC,2019-01-02,Historical,F7,0,1,Long Island City,,,,,F7_OLMS,921d060a2496865f
UPSTATE IRONWORKER EMPLOYERS ASSOCIATION INC.,CHEEKTOWAGA,NY,14227,23,Private,CANONICAL_GROUP,2750,"American Federation of Labor & Congress of Industrial Organizations  | IRONWORKER,S INTERNATIONAL 6,9,12,33,60,440",2,,2023-11-15,Current,"F7, 990",1,2,CHEEKTOWAGA | AKRON,7812,161490395,,,F7_OLMS,693d393c1f29f884
Rain Home Attendant Services Inc.,New York,NY,10022,62,Private,CANONICAL_GROUP,2728,SEIU/UHWE -1199 | SEIU/UHWE-1199,2,,2016-12-09,Historical,F7,0,2,New York | Bronx,3529,,,,F7_OLMS,cab764f600c16be8
Painting & Decorating Contractors of Buffalo NY,Kenmore,NY,14217,23,Private,CANONICAL_GROUP,2700,PAT- | PAT-DC 4,2,,2017-02-22,Historical,"F7, OSHA",1,2,Kenmore | Niagara Falls,13755,,,,F7_OLMS,7262df8b4397f9b1
The Jewish Board,New York,NY,10020,62,Public,SINGLE_EMPLOYER,2690,"District Council 37, AFSCME 215",1,AFSCME,2021-09-27,Current,"F7, 990",1,1,New York,,200294869,,,F7_OLMS,9083efdcf7451327
"Suffolk Bus Corp. & Suffolk Trans. Svcs., Inc. ",Bayshore,NY,11706,48,Private,SINGLE_EMPLOYER,2673,"Transport Workers Union of America, Local 252, AFL-CIO 252",1,TWU,2022-04-26,Current,F7,0,1,Bayshore,,,,,F7_OLMS,299b98d17229ee1a
Assoc. of Master Painters & Decorators of New York,New York,NY,10001,23,Private,CANONICAL_GROUP,2640,IUPAT District 9 Local | International Union of Painters & Allied Trades District Council No. 9,2,,2024-02-22,Current,F7,0,1,New York,10940,,,,F7_OLMS,b27c07956e56a196
Dresser- Rand Co,Olean,NY,14760,31,Private,CANONICAL_GROUP,2631,USW-4601  | United Steelworkers-4601 | IAMAW-1580 District 65 | United Steelworkers 04601-** | IUE-CWA-81313,5,USW,2020-03-28,Current,"F7, OSHA, WHD, SEC, GLEIF",2,3,Olean | Wellsville | Painted Post,1626,202216392,,,F7_OLMS,b921e2bffeab4e99
Parking Garage Cos New York & Vic - IBT Local 272,Various,NY,12345,81,Private,SINGLE_EMPLOYER,2621,IBT-272,1,IBT,2014-01-14,Historical,F7,0,1,Various,,,,,F7_OLMS,69d9ce798e0c59b0
FEGS Home Attendant Services,New York,NY,10013,62,Private,CANONICAL_GROUP,2620,SEIU/UHWE -1199 | SEIU/UHWE-1199,2,,2016-12-09,Historical,F7,0,2,New York | Bronx,5803,,,,F7_OLMS,873b5aa951d14bff
Catholic Health System,Buffalo,NY,14203,62,Private,SINGLE_EMPLOYER,2600,Communications Workers Of America AFL-CIO 1133 and 1168,1,,2025-03-24,Current,"F7, OSHA, WHD, 990, SAM, Mergent",5,1,Buffalo,,200198518,,,F7_OLMS,6e5cf83ff88cddee
Assoc. of Master Painters and Decorators of NY,New York,NY,10001,23,Private,SINGLE_EMPLOYER,2590,International Union of Painters & Allied Trades District Council 9,1,,2024-03-12,Current,"F7, 990",1,1,New York,,130453215,,,F7_OLMS,9eeb72d989dddb69
"White Glove Community Care, Inc.",Brooklyn,NY,11206,62,Private,SINGLE_EMPLOYER,2555,Service Employees International Union/United Healthcare Workers East ,1,,2024-10-22,Current,"F7, NLRB, 990, SAM",3,1,Brooklyn,,,,,F7_OLMS,cf7c415f86408132
Montefiore Medical Center/Einstein College of Medicine,Bronx,NY,10467-2401,62,Private,SINGLE_EMPLOYER,2554,NYSNA-,1,,2010-08-17,Historical,F7,0,1,Bronx,,,,,F7_OLMS,750895dbf0b6b541
Fairway GRP Holdings Corp,New York,NY,10027,44,Private,SINGLE_EMPLOYER,2521,UFCW 1500,1,UFCW,2018-07-30,Historical,"F7, OSHA, WHD",2,1,New York,,,,,F7_OLMS,5db5fc4b29b7220e
University Settlement,New York,NY,10002,,Public,SINGLE_EMPLOYER,2500,"District Council 37, AFSCME 215",1,AFSCME,2025-06-10,Current,"F7, 990",1,1,New York,,133785416,,,F7_OLMS,cb5e09e90cd443d6
Logan Bus Companies Inc. and Affiliates,Ozone Park,NY,11416,48,Private,SINGLE_EMPLOYER,2500,United Crafts & Industrial Workers Local 91,1,,2025-07-14,Current,F7,0,1,Ozone Park,,,,,F7_OLMS,bb4c96e0e7ef142f
"CABS Home Attendant Services, Inc.",Brooklyn,NY,11206,62,Private,CANONICAL_GROUP,2464,SEIU/UHWE-1199 | 1199Service Employees International Union ,2,,2025-08-28,Current,"F7, 990, SAM",1,1,Brooklyn,11077,112216402,,,F7_OLMS,9ed44ad93a46c93a
Tops Markets Inc. ,Williamsville,NY,14221-5855,44,Private,CANONICAL_GROUP,2457,UFCW-1 | UFCW-1500,2,UFCW,2017-09-18,Historical,"F7, OSHA, WHD, SEC",3,2,Williamsville | Buffalo,14120,161592810,,,F7_OLMS,27106f57ea910176
"Sunnyside Citywide Home Care Services, Inc.",Long Island City,NY,11104,62,Private,CANONICAL_GROUP,2440,SEIU / UHWE-1199 | 1199Service Employees International Union  | SEIU-1199,3,,2025-08-28,Current,F7,0,3,Sunnyside | Long Island City | Laurelton,4086,,,,F7_OLMS,215a21df1603d74b
"SMACNA of Long Island, Inc.",Bohemia,NY,11716,23,Private,CANONICAL_GROUP,2429,"International Association of Sheet Metal, Air, Rail & Transportation Workers/Sheet Metal Workers Local 28 | IBT-1205",2,IBT,2025-07-25,Current,"F7, 990",1,2,Bohemia | Melville,10207,237002801,,,F7_OLMS,2835d7c23c1cd107
The Logan Bus Group,Ozone Park,NY,11416,48,Private,CANONICAL_GROUP,2400,United Crafts & Idustrial Workers 91 | UCIW-91,2,,2021-05-17,Current,F7,0,1,Ozone Park,10437,,,,F7_OLMS,3aeee01ae85c7558
Crouse Hospital,Syracuse,NY,13210,62,Private,SINGLE_EMPLOYER,2400,Service Employees International Union/United Healthcare Workers East 1199,1,,2024-12-06,Current,"F7, OSHA, WHD, 990, SAM",4,1,Syracuse,,160960470,,,F7_OLMS,630b8c2450b34baa
Sheet Metal and Air Conditioning Contractors' Association of New York City (NYC SMACNA),Brooklyn,NY,11241,,Private,SINGLE_EMPLOYER,2400,"International Association of Sheet Metal, Air, Rail & Transportation Workers/Sheet Metal Workers Local 28",1,,2025-07-25,Current,"F7, 990",1,1,Brooklyn,,116102055,,,F7_OLMS,3d7c26ac279ecbc4
Association of Concrete Contractors of New York,Commack,NY,11725,23,Private,CANONICAL_GROUP,2368,IUOE-14-14B | OPCM-780 | IUOE-15-15A-15B - 15C 15D  | North Atlantic States Regional Council of Carpenters Local 290 | North E Region of Carpenters-,5,IUOE,2025-01-17,Current,"F7, 990",1,4,Jericho | VARIOUS | Commack | Hawthorne,5003,831129768,,,F7_OLMS,776f1a8a18fad045
"Eastern Contractors Association, Inc.",Albany,NY,12205,23,Private,CANONICAL_GROUP,2314,International Union of Operating Engineers 158 | North E Region of Carpenters-,2,IUOE,2025-11-26,Current,"F7, 990",1,2,Albany | Hawthorne,8801,131816600,,,F7_OLMS,d0862c337f97e3b9
"Special Touch Home Care Services, Inc.",Brooklyn,NY,11223,62,Private,SINGLE_EMPLOYER,2296,1199Service Employees International Union ,1,,2025-08-28,Current,"F7, WHD, Mergent",2,1,Brooklyn,,,,,F7_OLMS,1e8d9b25d8e64f86
Shop Rite Stores,Florida,NY,10921-1021,44,Private,SINGLE_EMPLOYER,2273,UFCW-1500,1,UFCW,2013-08-08,Historical,"F7, OSHA",1,1,Florida,,,,,F7_OLMS,e2b5c26a0db17b09
"PSC Community Services, Inc.",Long Island City,NY,11101,62,Private,CANONICAL_GROUP,2269,SEIU/UHWE-1199 | SEIU / UHWE-1199 | 1199Service Employees International Union ,3,,2025-08-28,Current,"F7, 990, SAM, SEC",2,3,Queens | Brooklyn | Long Island City,12189,133677548,,,F7_OLMS,152af9575528f848
"Associated General Contractors of New York State, LLC",Albany,NY,12205,23,Private,CANONICAL_GROUP,2260,International Union of Operating Engineers 158 | IUOE District 106 545 832 Local 158,2,IUOE,2025-11-26,Current,"F7, 990, SAM",2,1,Albany,4996,141313641,,,F7_OLMS,82844ed916c92094
"Construction Industry Association of Rochester, NY Inc.",Rochester,NY,14625,23,Private,SINGLE_EMPLOYER,2260,International Union of Operating Engineers 158,1,IUOE,2025-11-26,Current,"F7, OSHA, 990",2,1,Rochester,,161397716,,,F7_OLMS,e390d7d7c0e878fe
"Construction Employers Association of Central New York, Inc.",Syracuse,NY,13206,23,Private,SINGLE_EMPLOYER,2260,International Union of Operating Engineers 158,1,IUOE,2025-11-26,Current,"F7, 990",1,1,Syracuse,,150628807,,,F7_OLMS,eb65a11f615333c7
"Associated General Contractors NY State, LLC",Albany,NY,12205,23,Private,SINGLE_EMPLOYER,2258,International Union Of Operating Engineers 158,1,IUOE,2022-11-21,Current,"F7, OSHA",1,1,Albany,,,,,F7_OLMS,a8d5a2aa30a675c4
Pharmacies and Community Healthcare of New York (SEIU Local 1199),New York,NY,10036,44,Private,SINGLE_EMPLOYER,2257,SEIU/UHWE Local 1199,1,,2018-06-29,Historical,F7,0,1,New York,,,,,F7_OLMS,63e0b0e20e7f630f
Alliance Home Attendant Service Inc.,Bronx,NY,10466,62,Private,CANONICAL_GROUP,2250,SEIU / UHWE-1199 | SEIU-1199,2,,2014-02-18,Historical,"F7, SAM",1,2,Bronx | Laurelton,4824,,,,F7_OLMS,22cd70f2ad4f8279
Century 21 Department Stores,New York,NY,10007,44,Private,SINGLE_EMPLOYER,2242,UFCW-888,1,,2017-03-02,Historical,F7,0,1,New York,,,,,F7_OLMS,0fc989822ecafa50
Ridgewood Bushwick Senior Citizen Homecare Council Inc.,New York,NY,10022,62,Private,CANONICAL_GROUP,2238,SEIU/UHWE -1199 | SEIU/UHWE-1199,2,,2016-12-09,Historical,F7,0,2,New York | Brooklyn,13889,,,,F7_OLMS,fce4a530b9042611
Southside Hospital,Bay Shore,NY,11706-8408,62,Private,CANONICAL_GROUP,2215,SEIU UHWE Local 1199 | SEIU-1199,2,,2018-07-02,Historical,"F7, OSHA, WHD",2,2,Bay Shore | Bayshore,7429,,,,F7_OLMS,f8e7cbb4bb4a57c0
Sheet Metal and Air Conditioning Contractors Association of New York City Inc.,Brooklyn,NY,11241-1022,81,Private,CANONICAL_GROUP,2203,SMW-28,1,,2017-06-07,Historical,F7,0,1,Brooklyn,3822,,,,F7_OLMS,5b1b43004a17047a
NYU Langone Hospital - Brooklyn (Lutheran Medical,New York,NY,10016,62,Private,SINGLE_EMPLOYER,2190,1199 SEIU United Healthcare Workers East ,1,,2018-05-23,Historical,F7,0,1,New York,,,,,F7_OLMS,6b788df3ec9c8c39
OSMAN LTD.,NEW YORK,NY,10020,23,Private,CANONICAL_GROUP,2178,ROOFER & WATERPROOFERS 8 | RWAW-8,2,RWAW,2022-02-01,Current,F7,0,1,NEW YORK,3231,,,,F7_OLMS,f4731261e1d34bbc
"US ALLEGRO, INC.",MASPETH,NY,11378,23,Private,CANONICAL_GROUP,2178,ROOFER & WATERPROOFERS 8 | RWAW-8,2,RWAW,2022-02-01,Current,F7,0,2,MASPETH | Riverhead,4423,,,,F7_OLMS,5ccd1b396846c00c
American Maritime Association (Member Companies),New York,NY,10022,48,Private,SINGLE_EMPLOYER,2169,"Seafarers International Union of North America, Atlantic, Gulf, Lakes & Inland Waters ",1,,2022-03-23,Current,"F7, 990",1,1,New York,,,,,F7_OLMS,4a041a56da3d22e1
Mechanical Contractors Association of the Capital District,Clifton Park,NY,12065,23,Private,CANONICAL_GROUP,2142,PPF -7 | UA-7 | Plumbers & Pipefitters Local Union 773,3,PPF,2020-03-02,Current,"F7, 990, SAM",1,2,Albany | Clifton Park,9546,237041648,,,F7_OLMS,d47e470c30437354
Ulster Greene - ARC,Kingston,NY,12401,72,Private,CANONICAL_GROUP,2134,SEIU 200United | SEIU-200 United,2,,2021-05-19,Current,"F7, 990",1,1,Kingston,7765,141437657,,,F7_OLMS,45beb40dcf1e65e8
"All Metro AIds, Inc. d/b/a All Metro Health Care",Valley Stream,NY,11581,62,Private,CANONICAL_GROUP,2118,Service Employees International Union/United Healthcare Workers East  | SEIU/UHWE -1199 | SEIU/UHWE Local 1199,3,,2024-11-19,Current,F7,0,2,Valley Stream | Lynbrook,634,,,,F7_OLMS,3fef88e0461cbf91
4 Star Building Services,Central Islip,NY,11722,23,Private,CANONICAL_GROUP,2101,International Union of Bricklayers & Allied Craftworkers 1 | RWAW-8,2,RWAW,2023-04-28,Current,F7,0,2,Central Islip | Cental Islip,4711,,,Y,F7_OLMS,d541a8c82cece732
Abcd Construction Corp.,Brooklyn,NY,11220,23,Private,SINGLE_EMPLOYER,2100,IUBAC 1,1,,2021-06-09,Current,"F7, OSHA, WHD, SAM",3,1,Brooklyn,,,,Y,F7_OLMS,84f1d0d0a9520f9a
Attica Correctional Facility,Attica,NY,14011,92,Private,SINGLE_EMPLOYER,2100,NYSCOPBA-,1,,2011-09-12,Historical,"F7, OSHA",1,1,Attica,,,,,F7_OLMS,8ceee6a01da856b9
"Associated Brick Mason Contractors of Greater New York, Inc.",New York,NY,10007-3768,23,Private,SINGLE_EMPLOYER,2100,IUBAC 1,1,,2021-05-21,Current,"F7, 990",1,1,New York,,132537834,,,F7_OLMS,92f4262fe08726bf
Building Restoration Contractors Association,Brooklyn,NY,11241,23,Private,SINGLE_EMPLOYER,2100,International Union of Bricklayers & Allied Craftworkers 1,1,,2023-04-24,Current,"F7, OSHA, 990, SAM",3,1,Brooklyn,,136161936,,,F7_OLMS,26dbe2ae5f8c10dd
Tangent Construction,New York,NY,10001,23,Private,SINGLE_EMPLOYER,2100,IUBAC 1,1,,2021-06-07,Current,"F7, OSHA",1,1,New York,,,,Y,F7_OLMS,1646e2380f23403e
"Suffolk Bus Corporation and Suffolk Transportation Service, Inc.",Bay Shore,NY,11706-7007,48,Private,SINGLE_EMPLOYER,2100,TWU-252,1,TWU,2017-04-11,Historical,"F7, SAM",1,1,Bay Shore,,,,,F7_OLMS,c72db2458016cb91
Building Construction Association,New York,NY,10016,23,Private,SINGLE_EMPLOYER,2100,IUBAC 1,1,,2021-05-21,Current,"F7, 990",1,1,New York,,133156507,,Y,F7_OLMS,a7275465a18daf88
"Perrygreen, Ltd. Com",White Plains,NY,10601,23,Private,SINGLE_EMPLOYER,2100,IUBAC 1,1,,2021-06-21,Current,F7,0,1,White Plains,,,,,F7_OLMS,a442c17c1f325549
Beth Emeth Home Attendant Service Inc.,Brooklyn,NY,11230,62,Private,CANONICAL_GROUP,2092,SEIU / UHWE-1199 | SEIU/UHWE -1199,2,,2014-02-18,Historical,F7,0,2,Brooklyn | New York,12927,,,,F7_OLMS,c888a464f19087d0
"Jamaica Hospital Medical Center/ Medisys Ambulatory Services, Inc.",Jamaica,NY,11418,62,Private,SINGLE_EMPLOYER,2092,SEIU UHWE Local 1199,1,,2018-07-02,Historical,F7,0,1,Jamaica,,,,,F7_OLMS,fcc5fefe5cb86484
New York Hotel & Motel Trades Council,New York,NY,10036,,Public,SINGLE_EMPLOYER,2089,Office & Professional Employees International Union AFL-CIO 153,1,OPEIU,2023-03-27,Current,"F7, 990, SAM",2,1,New York,,131098484,,,F7_OLMS,0d9aff41a846e531
The Broadway League,New York,NY,10019,71,Private,CANONICAL_GROUP,2080,AEA- | International Alliance of Theatrical Stage Employees/United Scenic Artists Local USA 829 | AFM Local 802 | IATSE/TWU-764,4,AFM,2025-10-14,Current,"F7, WHD, 990",1,2,New York | Ardsley,5180,130951470,,,F7_OLMS,8790a9f8cdb20851
Alliance for Health Inc. (All Sites),Brooklyn,NY,11201,62,Private,SINGLE_EMPLOYER,2069,SEIU / UHWE-1199,1,,2013-10-01,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,017103e433724da3
Goodyear Tire and Rubber,Niagara Falls,NY,14305,31,Private,CANONICAL_GROUP,2051,"USW-9  | USW-00277-02 | United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union 00277-02",3,USW,2023-09-26,Current,"F7, OSHA",1,2,Buffalo | Niagara Falls,5987,,,,F7_OLMS,cebd1416b7e58522
Corning Incorporated,Corning,NY,14830,31,Private,CANONICAL_GROUP,2002,"United Steelworkers 01000 | United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union 1026 | United Steelworkers 01029",3,USW,2025-12-09,Current,"F7, OSHA, WHD, SAM, SEC, GLEIF",4,3,Corning | Canton | Oneonta,38,160393470,,Y,F7_OLMS,6a2d2f922bbdf8d2
Chinese American Planning Council,New York,NY,10013,81,Private,SINGLE_EMPLOYER,2000,SEIU / UHWE-1199,1,,2012-11-06,Historical,"F7, SAM",1,1,New York,,,,,F7_OLMS,c17650b2e1338748
Progressive Home Health Service Inc.,New York,NY,10001,62,Private,SINGLE_EMPLOYER,2000,SEIU/UHWE -1199,1,,2010-11-19,Historical,F7,0,1,New York,,,,,F7_OLMS,fff156d769a860f4
General Contractors Assn. of NY [Dockbuilders],New York,NY,10165,23,Private,SINGLE_EMPLOYER,2000,New York City & Vicinity District Council of Carpenters ,1,,2021-03-09,Current,F7,0,1,New York,,,,,F7_OLMS,4dcdef336f62e78d
General Contractors Assn. of NY [Timberman],New York,NY,10165,23,Private,SINGLE_EMPLOYER,2000,New York City & Vicinity District Council of Carpenters ,1,,2021-03-09,Current,F7,0,1,New York,,,,,F7_OLMS,021ce2a87fab609d
Mechanical Service Contrators Association of New York Inc,New York,NY,10018,23,Private,SINGLE_EMPLOYER,2000,Enterprise Association Steamfitters 638,1,PPF,2021-03-02,Current,"F7, OSHA, 990",2,1,New York,,,,,F7_OLMS,106bba9338ef0245
IBT Local 237,New York,NY,10011,92,Public,SINGLE_EMPLOYER,2000,Office & Professional Employees International Union 153,1,OPEIU,2021-09-15,Current,"F7, 990",1,1,New York,,132575626,,,F7_OLMS,e28060bf16ae4513
General Contractors Assn. of NY [Carpenters],New York,NY,10165,23,Private,SINGLE_EMPLOYER,2000,New York City & Vicinity District Council of Carpenters ,1,,2021-03-09,Current,"F7, NLRB",1,1,New York,,,,,F7_OLMS,6398dcbc2776965f
Mechanical Service Contractors Association of NY Inc.,New York,NY,10001,23,Private,SINGLE_EMPLOYER,2000,PPF/EAS-638,1,PPF,2017-03-06,Historical,"F7, OSHA",1,1,New York,,,,,F7_OLMS,88fa228c031737dd
NYCSBUS,Brooklyn,NY,11222,48,Private,SINGLE_EMPLOYER,2000,Amalgamated Transit Union 1181-1061,1,ATU,2023-04-28,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,c9fe7d687b36c941
National Football League Management Council,New York,NY,10017,71,Private,SINGLE_EMPLOYER,2000,NFLPA-,1,,2010-12-20,Historical,F7,0,1,New York,,,,,F7_OLMS,ed2478c8dae70ca1
Stop & Shop Supermarket- Metro Division ,Purchase,NY,10577,44,Private,SINGLE_EMPLOYER,2000,UFCW-342,1,,2017-09-22,Historical,F7,0,1,Purchase,,,,,F7_OLMS,b28e7125c6973db3
Lutheran Social Services of New York,New York,NY,10115,,Public,SINGLE_EMPLOYER,1995,"District Council 37, AFSCME 205",1,AFSCME,2023-06-08,Current,"F7, NLRB, 990, SAM",3,1,New York,,132658548,,,F7_OLMS,0dde102a6c041369
St. Nicholas Human Support Corporation,Brooklyn,NY,11211,62,Private,CANONICAL_GROUP,1985,SEIU-1199 UHWE | SEIU/UHWE-1199,2,,2016-12-09,Historical,F7,0,1,Brooklyn,14017,,,,F7_OLMS,47ad54818a2f7346
McGuire Group,Buffalo,NY,14225,62,Private,CANONICAL_GROUP,1966,Service Employees International Union/United Healthcare Workers East 1199 | SEIU/UHWE-1199 | International Union of Painters & Allied Trades DISTRICT COUNCIL 9,3,,2024-12-11,Current,"F7, OSHA, WHD, Mergent",2,2,Buffalo | LARCHMONT,82,,,,F7_OLMS,62a0a039568969b5
Del Lago Resort & Casino,Waterloo,NY,13165,72,Private,CANONICAL_GROUP,1963,"New York Hotel & Motel Trades Council AFL-CIO N/A | Hotel and Gaming Trades Council, AFLc-CIO ",2,,2023-01-30,Current,F7,0,2,Waterloo | Monticello,13149,,,,F7_OLMS,0370b8aadea9b313
