local_number,local_name,city,state,zip,phone,email,website,leadership_name,leadership_title,divisions,full_address,latitude,longitude,scraped_at
847,Teamsters LU No 847,"Mississauga, Ont",CN,L4Z 1X1,(905) 502-8895,infor@teamsters847.ca,,Fernanda Santos,President,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division","216 Matheson Blvd East Mississauga, Ont CN , L4Z 1X1",43.622962,-79.663574,2026-02-03T08:59:28.294184
848,Teamsters LU No 848,Glendora,CA,91740,(626) 732-4700,,,Eric Tate,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","731 E. Arrow Highway Glendora CA , 91740",34.107151,-117.849851,2026-02-03T08:59:28.294187
853,Teamsters LU No 853,Oakland,CA,94621,(510) 895-8853,connections@teamsters853.org,https://www.teamsters853.org,"Stephen C. Beck, Jr.",Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Graphics Communications, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, School Bus & Transit Workers, Warehouse Division","7750 Pardee Lane Oakland CA , 94621",37.741872,-122.205814,2026-02-03T08:59:28.294189
855,Teamsters LU No 855,St. John's Nwfndlnd,CN,A1C 5N8,(709) 579-5706,email@teamsters855.ca,,Roger Spracklin,President,"Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","P. O. Box 1472 Stn'C' St. John's Nwfndlnd CN , A1C 5N8",47.561701,-52.715149,2026-02-03T08:59:28.294191
856,Teamsters LU No 856,San Bruno,CA,94066,(650) 635-0111,teamsters@ibt856.org,https://www.teamsters856.org,Peter Finn,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","453 San Mateo Avenue San Bruno CA , 94066",37.623102,-122.411797,2026-02-03T08:59:28.294194
863,Teamsters LU No 863,Mountainside,NJ,07092,(908) 654-6990,,,"Alphonse Rispoli, Jr.",Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","209 Summit Road Mountainside NJ , 07092",40.681472,-74.342186,2026-02-03T08:59:28.294196
877,Teamsters LU No 877,Linden,NJ,07036,(908) 925-6707,,,Jeff Sanford,President,Tankhaul Division,"P.O. Box 1805 411A North Wood Ave. Linden NJ , 07036",40.632199,-74.255934,2026-02-03T08:59:28.294199
878,Teamsters LU No 878,Little Rock,AR,72219,(501) 562-2020,teamster878@hotmail.com,https://www.teamsters878.com,Tim Nichols,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Solid Waste and Recycling Division","Post Office Bx 190070 Little Rock AR , 72219",34.751918,-92.392487,2026-02-03T08:59:28.294201
879,Teamsters LU No 879,Stoney Creek Ont,CN,L8E 6A2,(905) 547-3231,info@teamsters879.ca,,John McCann,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","944 S Service Rd, #201 Stoney Creek Ont CN , L8E 6A2",43.22474,-79.671276,2026-02-03T08:59:28.294203
886,Teamsters LU No 886,Oklahoma City,OK,73107-6136,(405) 947-2333,tritter@teamsterslocal886.com,https://www.teamsterslocal886.com,,,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","3528 W. Reno Avenue Oklahoma City OK , 73107-6136",35.463341,-97.579804,2026-02-03T08:59:28.294205
890,Teamsters LU No 890,Salinas,CA,93905,(831) 424-5743,teamsters@local890.org,https://www.teamsterslocal890.org,Crescencio Diaz,President,"Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","207 No. Sanborn Road Salinas CA , 93905",36.682888,-121.612105,2026-02-03T08:59:28.294207
891,Teamsters LU No 891,Pearl,MS,39208,(601) 372-8322,tluno891@aol.com,https://www.teamsters891.org,James L. Pinkard,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Tankhaul Division","2648 Old Brandon Rd Pearl MS , 39208",32.278981,-90.124234,2026-02-03T08:59:28.294210
896,Teamsters LU No 896,Pasadena,CA,91103,(213) 388-3144,,https://www.teamsterslocal896.org,Phil Cooper,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink","2050 Lincoln Avenue Pasadena CA , 91103",34.180996,-118.159305,2026-02-03T08:59:28.294212
901,Teamsters LU No 901,San Juan,PR,00912,(787) 721-8980,union.pr@tronquista901.com,,Argenis C. Ramos,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","352 Del Parque St San Juan PR , 00912",18.444187,-66.059859,2026-02-03T08:59:28.294215
908,Teamsters LU No 908,Lima,OH,45802,(419) 229-5080,mail@teamsters908.org,,Thomas Croft,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","Box 1806,800 St Johns Lima OH , 45802",40.781785,-84.138566,2026-02-03T08:59:28.294217
916,Teamsters LU No 916,Springfield,IL,62707,(217) 522-7932,jp@teamsters916.org,https://www.teamsters916.org,"JP Fyans, III",President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","3361 Teamster Way Springfield IL , 62707",39.854932,-89.650389,2026-02-03T08:59:28.294219
917,Teamsters LU No 917,Floral Park,NY,11001,(516) 358-9620,local917ibt@aol.com,https://www.teamsterslocal917.org,Ralph Natale,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","24 N.Tyson Ave,2nd Fl Floral Park NY , 11001",40.729289,-73.705637,2026-02-03T08:59:28.294221
919,Teamsters LU No 919,Houston,TX,77060,(281) 447-1180,,,Michael Silva,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink","151 Northpoint Dr Houston TX , 77060",29.938482,-95.405119,2026-02-03T08:59:28.294223
922,Teamsters LU No 922,Lanham,MD,20706,(202) 526-9250,,,Timothy T. Brown,President,"Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","7501 Forbes Boulevard Room 206 Lanham MD , 20706",38.993,-76.826642,2026-02-03T08:59:28.294226
926,Teamsters LU No 926,Pittsburgh,PA,15205,(412) 922-7483,marc@teamsters926.org,https://www.local926teamsters.org,"Paul ""Dino"" Taormina",Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","4240 Steubenville Pike Pittsburgh PA , 15205",40.439856,-80.089865,2026-02-03T08:59:28.294228
927,Teamsters LU No 927,"Dartmouth, N.Scotia",CN,B3B 1P7,(902) 445-5301,admin@teamsters927.org,https://www.teamsters927.com,Andrew Clark,President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Freight Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","900 Windmill Road, Suite105 Dartmouth, N.Scotia CN , B3B 1P7",44.704234,-63.612572,2026-02-03T08:59:28.294230
929,Teamsters LU No 929,Philadelphia,PA,19124,(215) 288-1430,rocky.bryan@teamsterslocal929.org,https://www.teamsterslocal929.org,"Rocky Bryan, Jr.",President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","4345 Frankford Avenue Philadelphia PA , 19124",40.011768,-75.087386,2026-02-03T08:59:28.294232
931,Teamsters LU No 931,Montreal  Que,CN,H1B5X1,(514) 645-2500,message@teamsters931.org,,Pierre-Andre Blanchard,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","12100 Urgel Charbonneau,200 Montreal  Que CN , H1B5X1",45.647051,-73.522695,2026-02-03T08:59:28.294234
938,Teamsters LU No 938,Mississauga Ont,CN,L4Z 1X8,(905) 502-0062,info@teamsters938.org,https://www.teamsters938.org,Craig McInnes,President,"Brewery, Bakery, & Soft Drink, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","275 Matheson Blvd. E Mississauga Ont CN , L4Z 1X8",43.622526,-79.660984,2026-02-03T08:59:28.294239
947,Teamsters LU No 947,Jacksonville,FL,32218,(904) 764-7756,Donnyconnell947@comcast.net,,Donny Connell,Secretary-Treasurer,,"10947 North Main St. Jacksonville FL , 32218",30.434446,-81.642727,2026-02-03T08:59:28.294241
948,Teamsters LU No 948,Visalia,CA,93277,(559) 625-1061,,,Tim Parolini,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division","2354 W. Whitendale Avenue Visalia CA , 93277",36.307347,-119.316587,2026-02-03T08:59:28.294243
952,Teamsters LU No 952,Orange,CA,92868,(714) 740-6200,office@teamsters952.org,https://www.teamsters952.org,Eric Jimenez,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","140 South Marks Way Orange CA , 92868",33.787126,-117.873575,2026-02-03T08:59:28.294246
955,Teamsters LU No 955,Kansas City,MO,64153,(816) 923-3500,,,Jerry D. Wood,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","10525 N. Ambassador Drive Suite 102 Kansas City MO , 64153",39.043016,-94.52465,2026-02-03T08:59:28.294248
957,Teamsters LU No 957,Dayton,OH,45413,(937) 278-5781,,https://www.teamsterslocal957.com,Kenneth Howard,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","Post Office Box 13357 Dayton OH , 45413",39.739693,-84.062366,2026-02-03T08:59:28.294250
959,Teamsters LU No 959,Anchorage,AK,99503,(907) 751-8542,jkriner@akteamsters.com,https://www.akteamsters.com,"Gary Dixon, Jr.",Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","520 E 34th Ave, #102 Anchorage AK , 99503",61.189368,-149.875629,2026-02-03T08:59:28.294254
962,Teamsters LU No 962,Central Point,OR,97502,(541) 664-4261,teamsters962@aol.com,https://www.teamsters962.org/,,,"Building Material and Construction Trade Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","4480 Rogue Valley,#10 Central Point OR , 97502",42.416384,-122.917383,2026-02-03T08:59:28.294257
964,Teamsters LU No 964,Valley View,OH,44125-4259,(440) 243-8715,office@teamsterslocal964.org,,Michael Moats,Secretary-Treasurer,"Airline Division, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Solid Waste and Recycling Division, Warehouse Division","6051 Carey Drive Valley View OH , 44125-4259",41.397998,-81.612539,2026-02-03T08:59:28.294259
970,Teamsters LU No 970,Minneapolis,MN,55414,(612) 331-6633,,,Nathanial Cochrane,Secretary-Treasurer,"Building Material and Construction Trade Division, Industrial Trades Division, Public Services and Health Care Division, Warehouse Division","3001 Univ Ave S E Minneapolis MN , 55414",44.979513,-93.227354,2026-02-03T08:59:28.294263
974,Teamsters LU No 974,Minneapolis,MN,55414,(612) 331-2200,,,Paul McCullen,Secretary-Treasurer,Industrial Trades Division,"3001 Univ Ave S E Minneapolis MN , 55414",44.979513,-93.227354,2026-02-03T08:59:28.294265
979,Teamsters LU No 979,Winnipeg Man,CN,R3H 1A8,(204) 694-9798,local979@myumts.net,,Robert Mryglod,Secretary-Treasurer,"Airline Division, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","B1-1680 Dublin Avenue Winnipeg Man CN , R3H 1A8",49.9033,-97.2074,2026-02-03T08:59:28.294267
983,Teamsters LU No 983,Pocatello,ID,83204,(208) 232-6891,teamsterslocal983@yahoo.com,,LaWanda Ellsworth,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Public Services and Health Care Division","456 N. Arthur Avenue Pocatello ID , 83204",42.864252,-112.454495,2026-02-03T08:59:28.294269
986,Teamsters LU No 986,Covina,CA,91724,(626) 350-9860,info@teamsters986.org,,Raymond B. Whitmer,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1430 E. Holt Avenue Covina CA , 91724",34.071109,-117.860511,2026-02-03T08:59:28.294272
987,Teamsters LU No 987,Calgary Alb,CN,T2H 1Z7,(403) 252-7843,jimharyett@teamsters987.com,https://www.teamsters987.com,Jim Haryett,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Food Processing Division, Freight Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","5663 Burleigh Cres SE Calgary Alb CN , T2H 1Z7",51.00291,-114.043521,2026-02-03T08:59:28.294274
988,Teamsters LU No 988,Houston,TX,77032,(281) 560-2000,contact@teamster988.org,https://www.teamster988.org,Robert Mele,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","4303 N.Sam Houston E. Houston TX , 77032",29.939859,-95.324014,2026-02-03T08:59:28.294276
991,Teamsters LU No 991,Mobile,AL,36602,(251) 433-1521,,,Ormand Lindsey,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Solid Waste and Recycling Division, Tankhaul Division","112 South Broad St. Mobile AL , 36602",30.685195,-88.05355,2026-02-03T08:59:28.294278
996,Teamsters LU No 996,Honolulu,HI,96819-3205,(808) 847-6633,local996@hawaiiteamsters.com,https://www.hawaiiteamsters.com,Kevin K. Holu,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","1817 Hart Street Honolulu HI , 96819-3205",21.325894,-157.882747,2026-02-03T08:59:28.294280
1035,Teamsters LU No 1035,South Windsor,CT,06074,(860) 528-4455,,,Robert Ziobrowski,Secretary-Treasurer,,"400 Chapel Road, 2-B South Windsor CT , 06074",41.810688,-72.604704,2026-02-03T08:59:28.294284
1038,Teamsters LU No 1038,Detroit,MI,48216,(313) 964-0720,teamsters1038@aol.com,,Greg Nowak,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division","2741 Trumbull Avenue Detroit MI , 48216",42.336512,-83.070856,2026-02-03T08:59:28.294286
1070,Teamsters LU No 1070,Lafayette,IN,47905,(765) 586-8922,,,John Gogerty,President,Food Processing Division,"7602 Peshewa Drive Lafayette IN , 47905",40.361858,-86.759803,2026-02-03T08:59:28.294288
1129,Teamsters LU No 1129,White,GA,30184,(770) 382-1129,ibtlocal1129@yahoo.com,https://www.local1129.com,Mitchell Vann,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink","P O Box 88 White GA , 30184",34.272808,-84.782808,2026-02-03T08:59:28.294290
1149,Teamsters LU No 1149,Baldwinsville,NY,13027,(315) 638-1137,admin@teamsterslocal1149.org,,Joseph Farrance,Secretary-Treasurer,,"136 E. Genesee Street Unit 2 Baldwinsville NY , 13027",43.158531,-76.360147,2026-02-03T08:59:28.294292
1150,Teamsters LU No 1150,Stratford,CT,06615-7101,(203) 381-9240,,https://www.teamsters1150.org,Rocco J. Calo,Secretary-Treasurer,Industrial Trades Division,"150 Garfield Avenue Stratford CT , 06615-7101",41.171664,-73.147532,2026-02-03T08:59:28.294294
1199,Teamsters LU No 1199,Cincinnati,OH,45212,(513) 721-4116,local1199@gmail.com,,Randy W. Verst,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Warehouse Division","2110 Dale Road Cincinnati OH , 45212",39.176886,-84.454644,2026-02-03T08:59:28.294296
1205,Teamsters LU No 1205,Farmingdale,NY,11735,(516) 501-1205,shari@teamsterslocal1205.org,https://www.teamsterslocal1205.org,Nelson Nunez,President,"Building Material and Construction Trade Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","246 Conklin Street Farmingdale NY , 11735",40.732116,-73.449242,2026-02-03T08:59:28.294298
1224,Teamsters LU No 1224,Wilmington,OH,45177,(937) 382-0201,,https://www.apa1224.org,Joseph Muckle,President,Airline Division,"2754 Old State Rte 73 Wilmington OH , 45177",39.429754,-83.786911,2026-02-03T08:59:28.294300
1699,Teamsters LU No 1699,La Mesa,CA,91942,(619) 697-5099,executivedirectorunoch@hotmail.com,,,,Public Services and Health Care Division,"7700 University Avenue La Mesa CA , 91942",32.763306,-117.018328,2026-02-03T08:59:28.294302
1932,Teamsters LU No 1932,San Bernardino,CA,92402,(909) 889-8377,,https://www.teamsters1932.org/,,,,Post Office Box 432,34.21392,-117.127166,2026-02-03T08:59:28.294307
1979,Teamsters LU No 1979,Pickering Ont,CN,L1W 3V4,(905) 426-1212,info1979@teamstersw-canada.org,,Steve Rodriguez,Secretary-Treasurer,,"1885 Clements Rd, #263 Pickering Ont CN , L1W 3V4",43.826314,-79.055863,2026-02-03T08:59:28.294309
1999,Teamsters LU No 1999,Montreal Que,CN,H1J 1T4,(514) 355-1110,info@teamsters1999.com,https://www.teamstersquebec1999.com,Jean-Francois Pelletier,President,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","100-9393 Edison,Rm100 Montreal Que CN , H1J 1T4",45.613807,-73.570757,2026-02-03T08:59:28.294312
2010,Teamsters LU No 2010,Oakland,CA,94621,(510) 845-2221,,https://www.teamsters2010.org,Jason Rabinowitz,Secretary-Treasurer,Public Services and Health Care Division,"7730 Pardee Ln, #2010 Oakland CA , 94621",37.74217,-122.205276,2026-02-03T08:59:28.294314
2118,Teamsters LU No 2118,Las Vegas,NV,89103,(702) 268-7591,,,"Greg Unterseher, Trustee",President,Airline Division,"10000 W. Charleston Blvd Suite 220 Las Vegas NV , 89103",36.112293,-115.20711,2026-02-03T08:59:28.294316
2727,Teamsters LU No 2727,Shepherdsville,KY,40165,(502) 239-0990,information@local2727.org,,Brian K. Hunley,President,Airline Division,"4810 N. Preston Highway Shepherdsville KY , 40165",38.134131,-85.611455,2026-02-03T08:59:28.294318
2750,Teamsters LU No 2750,Cincinnati,OH,45202,(717) 727-2750,,,Yngve Paulsen,President,Airline Division,"35 E 7th Street, Suite 202 Cincinnati OH , 45202",39.103753,-84.512529,2026-02-03T08:59:28.294320
2785,Teamsters LU No 2785,Daly City,CA,94015,(415) 467-0450,,,Joseph Cilia,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","1440 Southgate Ave., Ste. 1 Daly City CA , 94015",37.675315,-122.478047,2026-02-03T08:59:28.294322
